result_id,race_id,season_round,year,round,name,date,circuit_id,driver_id,constructor_id,grid,qualifying_position,position_numeric,position_order,position_text,points,laps,milliseconds,fastest_lap_time,fastest_lap_speed,finished,positions_gained,status_id
25661,1086,2022_R13,2022,13,Hungarian Grand Prix,2022-07-31,11,825,210,13,13,16.0,16,16,0.0,69,,1:23.511,188.856,1,-3.0,11
25662,1086,2022_R13,2022,13,Hungarian Grand Prix,2022-07-31,11,848,3,17,17,17.0,17,17,0.0,69,,1:23.047,189.911,1,0.0,11
25663,1086,2022_R13,2022,13,Hungarian Grand Prix,2022-07-31,11,849,3,19,20,18.0,18,18,0.0,69,,1:22.478,191.221,1,1.0,11
25664,1086,2022_R13,2022,13,Hungarian Grand Prix,2022-07-31,11,852,213,16,16,19.0,19,19,0.0,68,,1:23.538,188.795,1,-3.0,12
25665,1086,2022_R13,2022,13,Hungarian Grand Prix,2022-07-31,11,822,51,8,8,20.0,20,20,0.0,65,,1:24.002,187.752,1,-12.0,131
25666,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,830,9,14,1,1.0,1,1,26.0,44,5152894.0,1:49.354,230.575,1,13.0,1
25667,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,815,9,2,3,2.0,2,2,18.0,44,5170735.0,1:50.764,227.64,1,0.0,1
25668,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,832,6,1,2,3.0,3,3,15.0,44,5179780.0,1:51.977,225.174,1,-2.0,1
25669,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,847,131,5,8,4.0,4,4,12.0,44,5182034.0,1:50.793,227.581,1,1.0,1
25670,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,4,214,3,6,5.0,5,5,10.0,44,5226150.0,1:52.868,223.397,1,-2.0,1
25671,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,844,6,15,4,6.0,6,6,8.0,44,5227830.0,1:49.984,229.255,1,9.0,1
25672,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,839,214,16,5,7.0,7,7,6.0,44,5228534.0,1:51.717,225.698,1,9.0,1
25673,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,20,117,10,16,8.0,8,8,4.0,44,5231001.0,1:52.515,224.098,1,2.0,1
25674,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,842,213,0,12,9.0,9,9,2.0,44,5245075.0,1:53.002,223.132,1,-9.0,1
25675,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,848,3,6,9,10.0,10,10,1.0,44,5254794.0,1:53.055,223.027,1,-4.0,1
25676,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,840,117,9,14,11.0,11,11,0.0,44,5255972.0,1:52.880,223.373,1,-2.0,1
25677,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,846,1,17,10,12.0,12,12,0.0,44,5257633.0,1:51.678,225.777,1,5.0,1
25678,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,852,213,0,19,13.0,13,13,0.0,44,5258111.0,1:52.436,224.255,1,-13.0,1
25679,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,855,51,18,13,14.0,14,14,0.0,44,5259146.0,1:52.317,224.493,1,4.0,1
25680,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,817,1,7,11,15.0,15,15,0.0,44,5260057.0,1:53.080,222.978,1,-8.0,1
25681,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,825,210,12,18,16.0,16,16,0.0,43,,1:53.332,222.482,1,-4.0,11
25682,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,854,210,19,15,17.0,17,17,0.0,43,,1:52.646,223.837,1,2.0,11
25683,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,849,3,11,17,18.0,18,18,0.0,43,,1:52.256,224.615,1,-7.0,11
25684,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,822,51,13,20,,19,R,0.0,1,,,,0,,3
25685,1087,2022_R14,2022,14,Belgian Grand Prix,2022-08-28,13,1,131,4,7,,20,R,0.0,0,,,,0,,130
25686,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,830,9,1,1,1.0,1,1,26.0,72,5802773.0,1:13.652,208.173,1,0.0,1
25687,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,847,131,6,6,2.0,2,2,18.0,72,5806844.0,1:13.671,208.119,1,4.0,1
25688,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,844,6,2,2,3.0,3,3,15.0,72,5813702.0,1:14.413,206.044,1,-1.0,1
25689,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,1,131,4,4,4.0,4,4,12.0,72,5815789.0,1:13.854,207.604,1,0.0,1
25690,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,815,9,5,5,5.0,5,5,10.0,72,5820941.0,1:14.404,206.069,1,0.0,1
25691,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,4,214,13,13,6.0,6,6,8.0,72,5821527.0,1:14.144,206.792,1,7.0,1
25692,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,846,1,7,7,7.0,7,7,6.0,72,5822079.0,1:14.706,205.236,1,0.0,1
25693,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,832,6,3,3,8.0,8,8,4.0,72,5823689.0,1:14.643,205.409,1,-5.0,1
25694,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,839,214,12,12,9.0,9,9,2.0,72,5823890.0,1:15.084,204.203,1,3.0,1
25695,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,840,117,10,10,10.0,10,10,1.0,72,5825232.0,1:15.043,204.314,1,0.0,1
25696,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,842,213,11,11,11.0,11,11,0.0,72,5829782.0,1:15.165,203.983,1,0.0,1
25697,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,848,3,15,15,12.0,12,12,0.0,72,5833163.0,1:15.534,202.986,1,3.0,1
25698,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,854,210,8,8,13.0,13,13,0.0,72,5835768.0,1:15.233,203.798,1,-5.0,1
25699,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,20,117,19,19,14.0,14,14,0.0,72,5838780.0,1:14.862,204.808,1,5.0,1
25700,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,825,210,18,18,15.0,15,15,0.0,72,5839642.0,1:15.369,203.431,1,3.0,1
25701,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,855,51,14,14,16.0,16,16,0.0,72,5840093.0,1:15.940,201.901,1,-2.0,1
25702,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,817,1,17,17,17.0,17,17,0.0,72,5840537.0,1:15.577,202.871,1,0.0,1
25703,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,849,3,20,20,18.0,18,18,0.0,71,,1:16.066,201.567,1,2.0,11
25704,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,822,51,16,16,,19,R,0.0,53,,1:16.844,199.526,0,,5
25705,1088,2022_R15,2022,15,Dutch Grand Prix,2022-09-04,39,852,213,9,9,,20,R,0.0,43,,1:17.138,198.765,0,,24
25706,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,830,9,7,2,1.0,1,1,25.0,53,4827511.0,1:24.745,246.088,1,6.0,1
25707,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,844,6,1,1,2.0,2,2,18.0,53,4829957.0,1:24.336,247.282,1,-1.0,1
25708,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,847,131,2,6,3.0,3,3,15.0,53,4830916.0,1:25.288,244.522,1,-1.0,1
25709,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,832,6,18,3,4.0,4,4,12.0,53,4832572.0,1:24.446,246.96,1,14.0,1
25710,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,1,131,19,5,5.0,5,5,10.0,53,4832891.0,1:24.434,246.995,1,14.0,1
25711,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,815,9,13,4,6.0,6,6,9.0,53,4833602.0,1:24.030,248.182,1,7.0,1
25712,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,846,1,3,7,7.0,7,7,6.0,53,4833718.0,1:24.718,246.167,1,-4.0,1
25713,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,842,213,5,9,8.0,8,8,4.0,53,4833907.0,1:26.718,240.489,1,-3.0,1
25714,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,856,3,8,13,9.0,9,9,2.0,53,4834633.0,1:26.624,240.75,1,-1.0,1
25715,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,855,51,9,14,10.0,10,10,1.0,53,4835421.0,1:26.361,241.484,1,-1.0,1
25716,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,839,214,14,11,11.0,11,11,0.0,53,4835834.0,1:26.593,240.837,1,3.0,1
25717,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,854,210,17,20,12.0,12,12,0.0,53,4836060.0,1:25.298,244.493,1,5.0,1
25718,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,822,51,15,12,13.0,13,13,0.0,52,,1:25.706,243.329,1,2.0,11
25719,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,852,213,20,15,14.0,14,14,0.0,52,,1:26.857,240.105,1,6.0,11
25720,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,849,3,10,16,15.0,15,15,0.0,52,,1:26.798,240.268,1,-5.0,11
25721,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,825,210,16,19,16.0,16,16,0.0,52,,1:26.798,240.268,1,0.0,11
25722,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,817,1,4,8,,17,R,0.0,45,,1:26.603,240.809,0,,44
25723,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,840,117,12,18,,18,R,0.0,39,,1:27.467,238.43,0,,5
25724,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,4,214,6,10,,19,R,0.0,31,,1:27.203,239.152,0,,34
25725,1089,2022_R16,2022,16,Italian Grand Prix,2022-09-11,14,20,117,11,17,,20,R,0.0,10,,1:27.501,238.337,0,,5
25726,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,815,9,2,2,1.0,1,1,25.0,59,7340238.0,1:48.165,168.509,1,1.0,1
25727,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,844,6,1,1,2.0,2,2,18.0,59,7342833.0,1:48.753,167.598,1,-1.0,1
25728,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,832,6,4,4,3.0,3,3,15.0,59,7350543.0,1:48.414,168.122,1,1.0,1
25729,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,846,1,6,6,4.0,4,4,12.0,59,7361371.0,1:49.212,166.893,1,2.0,1
25730,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,817,1,16,17,5.0,5,5,10.0,59,7393520.0,1:51.006,164.196,1,11.0,1
25731,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,840,117,11,12,6.0,6,6,8.0,59,7396568.0,1:50.283,165.272,1,5.0,1
25732,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,830,9,8,8,7.0,7,7,6.0,59,7399063.0,1:49.142,167.0,1,1.0,1
25733,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,20,117,13,14,8.0,8,8,4.0,59,7400270.0,1:50.669,164.696,1,5.0,1
25734,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,1,131,3,3,9.0,9,9,2.0,59,7401753.0,1:50.622,164.766,1,-6.0,1
25735,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,842,213,7,7,10.0,10,10,1.0,59,7409814.0,1:50.569,164.845,1,-3.0,1
25736,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,822,51,15,16,11.0,11,11,0.0,59,7429082.0,1:51.864,162.937,1,4.0,1
25737,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,825,210,9,9,12.0,12,12,0.0,59,7432848.0,1:52.067,162.641,1,-3.0,1
25738,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,854,210,12,13,13.0,13,13,0.0,58,,1:50.290,165.262,1,-1.0,11
25739,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,847,131,0,11,14.0,14,14,0.0,57,,1:46.458,171.211,1,-14.0,12
25740,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,852,213,10,10,,15,R,0.0,34,,1:58.716,153.532,0,,3
25741,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,839,214,17,18,,16,R,0.0,26,,2:01.105,150.504,0,,5
25742,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,848,3,18,19,,17,R,0.0,25,,2:02.121,149.251,0,,130
25743,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,4,214,5,5,,18,R,0.0,20,,2:00.463,151.306,0,,5
25744,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,849,3,19,20,,19,R,0.0,7,,2:05.585,145.135,0,,130
25745,1091,2022_R17,2022,17,Singapore Grand Prix,2022-10-02,15,855,51,14,15,,20,R,0.0,6,,2:05.556,145.168,0,,4
25746,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,830,9,1,1,1.0,1,1,25.0,28,10904004.0,1:44.911,199.266,1,0.0,1
25747,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,815,9,4,4,2.0,2,2,18.0,28,10931070.0,1:46.120,196.995,1,2.0,1
25748,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,844,6,2,2,3.0,3,3,15.0,28,10935767.0,1:44.489,200.07,1,-1.0,1
25749,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,839,214,5,5,4.0,4,4,12.0,28,10943689.0,1:46.559,196.184,1,1.0,1
25750,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,1,131,6,6,5.0,5,5,10.0,28,10944330.0,1:45.530,198.097,1,1.0,1
25751,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,20,117,9,9,6.0,6,6,8.0,28,10950362.0,1:46.964,195.441,1,3.0,1
25752,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,4,214,7,7,7.0,7,7,6.0,28,10950373.0,1:44.412,200.218,1,0.0,1
25753,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,847,131,8,8,8.0,8,8,4.0,28,10951665.0,1:47.004,195.368,1,0.0,1
25754,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,849,3,20,20,9.0,9,9,2.0,28,10974147.0,1:48.371,192.904,1,11.0,1
25755,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,846,1,10,10,10.0,10,10,1.0,28,10974786.0,1:48.175,193.253,1,0.0,1
25756,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,817,1,11,11,11.0,11,11,0.0,28,10976881.0,1:47.843,193.848,1,0.0,1
25757,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,840,117,19,19,12.0,12,12,0.0,28,10977908.0,1:45.205,198.709,1,7.0,1
25758,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,852,213,13,13,13.0,13,13,0.0,28,10979603.0,1:45.893,197.418,1,0.0,1
25759,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,825,210,18,18,14.0,14,14,0.0,28,10990020.0,1:48.072,193.437,1,4.0,1
25760,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,822,51,12,12,15.0,15,15,0.0,28,10990500.0,1:47.820,193.889,1,-3.0,1
25761,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,855,51,14,14,16.0,16,16,0.0,28,10991047.0,1:44.411,200.22,1,-2.0,1
25762,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,854,210,15,15,17.0,17,17,0.0,28,10996527.0,1:45.387,198.366,1,-2.0,1
25763,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,842,213,17,17,18.0,18,18,0.0,28,11012095.0,1:46.545,196.21,1,-1.0,1
25764,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,832,6,3,3,,19,R,0.0,0,,,,0,,3
25765,1092,2022_R18,2022,18,Japanese Grand Prix,2022-10-09,22,848,3,16,16,,20,R,0.0,0,,,,0,,9
25766,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,830,9,2,3,1.0,1,1,25.0,56,6131687.0,1:39.541,199.383,1,1.0,1
25767,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,1,131,3,5,2.0,2,2,18.0,56,6136710.0,1:39.830,198.805,1,1.0,1
25768,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,844,6,12,2,3.0,3,3,15.0,56,6139188.0,1:39.731,199.003,1,9.0,1
25769,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,815,9,9,4,4.0,4,4,12.0,56,6139980.0,1:39.563,199.339,1,5.0,1
25770,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,847,131,4,6,5.0,5,5,11.0,56,6176502.0,1:38.788,200.902,1,-1.0,1
25771,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,846,1,6,8,6.0,6,6,8.0,56,6185472.0,1:41.322,195.878,1,0.0,1
25772,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,4,214,14,9,7.0,7,7,6.0,56,6186765.0,1:41.538,195.461,1,7.0,1
25773,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,20,117,10,12,8.0,8,8,4.0,56,6197041.0,1:42.546,193.54,1,2.0,1
25774,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,825,210,13,16,9.0,9,9,2.0,56,6197521.0,1:42.206,194.184,1,4.0,1
25775,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,852,213,19,15,10.0,10,10,1.0,56,6202606.0,1:41.243,196.031,1,9.0,1
25776,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,839,214,0,18,11.0,11,11,0.0,56,6204562.0,1:42.394,193.827,1,-11.0,1
25777,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,855,51,18,14,12.0,12,12,0.0,56,6207851.0,1:42.471,193.682,1,6.0,1
25778,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,848,3,8,11,13.0,13,13,0.0,56,6211744.0,1:41.674,195.2,1,-5.0,1
25779,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,842,213,11,13,14.0,14,14,0.0,56,6213450.0,1:42.320,193.967,1,-3.0,1
25780,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,854,210,16,19,15.0,15,15,0.0,56,6216177.0,1:41.804,194.951,1,1.0,1
25781,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,817,1,15,17,16.0,16,16,0.0,56,6222174.0,1:42.420,193.778,1,-1.0,1
25782,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,849,3,17,20,17.0,17,17,0.0,56,6235275.0,1:43.485,191.784,1,0.0,1
25783,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,840,117,5,7,,18,R,0.0,21,,1:43.080,192.537,0,,4
25784,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,822,51,7,10,,19,R,0.0,16,,1:43.391,191.958,0,,20
25785,1093,2022_R19,2022,19,United States Grand Prix,2022-10-23,69,832,6,1,1,,20,R,0.0,1,,,,0,,130
25786,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,830,9,1,1,1.0,1,1,25.0,71,5916729.0,1:22.046,188.85,1,0.0,1
25787,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,1,131,3,3,2.0,2,2,18.0,71,5931915.0,1:22.062,188.813,1,1.0,1
25788,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,815,9,4,4,3.0,3,3,15.0,71,5934826.0,1:21.775,189.476,1,1.0,1
25789,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,847,131,2,2,4.0,4,4,13.0,71,5966160.0,1:20.153,193.31,1,-2.0,1
25790,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,832,6,5,5,5.0,5,5,10.0,71,5974852.0,1:22.199,188.498,1,0.0,1
25791,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,844,6,7,7,6.0,6,6,8.0,71,5985503.0,1:22.603,187.576,1,1.0,1
25792,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,817,1,11,11,7.0,7,7,6.0,70,,1:22.022,188.905,1,4.0,11
25793,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,839,214,10,10,8.0,8,8,4.0,70,,1:23.279,186.054,1,2.0,11
25794,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,846,1,8,8,9.0,9,9,2.0,70,,1:23.402,185.779,1,-1.0,11
25795,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,822,51,6,6,10.0,10,10,1.0,70,,1:23.363,185.866,1,-4.0,11
25796,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,842,213,14,14,11.0,11,11,0.0,70,,1:22.277,188.319,1,3.0,11
25797,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,848,3,17,19,12.0,12,12,0.0,70,,1:22.914,186.873,1,5.0,11
25798,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,855,51,12,12,13.0,13,13,0.0,70,,1:22.260,188.358,1,-1.0,11
25799,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,20,117,16,17,14.0,14,14,0.0,70,,1:23.086,186.486,1,2.0,11
25800,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,840,117,20,18,15.0,15,15,0.0,70,,1:22.463,187.895,1,5.0,11
25801,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,854,210,15,16,16.0,16,16,0.0,70,,1:23.641,185.248,1,-1.0,11
25802,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,825,210,19,15,17.0,17,17,0.0,70,,1:23.300,186.007,1,2.0,11
25803,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,849,3,18,20,18.0,18,18,0.0,69,,1:23.709,185.098,1,0.0,12
25804,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,4,214,9,9,19.0,19,19,0.0,63,,1:22.866,186.981,1,-10.0,5
25805,1094,2022_R20,2022,20,Mexico City Grand Prix,2022-10-30,32,852,213,13,13,,20,R,0.0,50,,1:23.403,185.777,0,,130
25806,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,847,131,1,3,1.0,1,1,26.0,71,5914044.0,1:13.785,210.237,1,0.0,1
25807,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,1,131,2,8,2.0,2,2,18.0,71,5915573.0,1:13.942,209.791,1,0.0,1
25808,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,832,6,7,5,3.0,3,3,15.0,71,5918095.0,1:13.953,209.76,1,4.0,1
25809,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,844,6,5,10,4.0,4,4,12.0,71,5922485.0,1:14.253,208.912,1,1.0,1
25810,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,4,214,17,7,5.0,5,5,10.0,71,5923605.0,1:14.164,209.163,1,12.0,1
25811,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,830,9,3,2,6.0,6,6,8.0,71,5924100.0,1:14.195,209.076,1,-3.0,1
25812,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,815,9,4,9,7.0,7,7,6.0,71,5928124.0,1:14.283,208.828,1,-3.0,1
25813,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,839,214,16,6,8.0,8,8,4.0,71,5932734.0,1:15.093,206.575,1,8.0,1
25814,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,822,51,14,18,9.0,9,9,2.0,71,5936596.0,1:15.511,205.432,1,5.0,1
25815,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,840,117,15,15,10.0,10,10,1.0,71,5937596.0,1:14.831,207.299,1,5.0,1
25816,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,20,117,9,13,11.0,11,11,0.0,71,5940227.0,1:15.549,205.328,1,-2.0,1
25817,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,855,51,13,17,12.0,12,12,0.0,71,5943369.0,1:15.802,204.643,1,1.0,1
25818,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,854,210,12,20,13.0,13,13,0.0,71,5943943.0,1:15.251,206.142,1,-1.0,1
25819,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,842,213,10,12,14.0,14,14,0.0,71,5945911.0,1:15.327,205.934,1,-4.0,1
25820,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,848,3,19,11,15.0,15,15,0.0,71,5950060.0,1:15.613,205.155,1,4.0,1
25821,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,849,3,18,16,16.0,16,16,0.0,71,5951082.0,1:15.327,205.934,1,2.0,1
25822,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,852,213,0,19,17.0,17,17,0.0,70,,1:15.508,205.44,1,-17.0,11
25823,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,846,1,6,4,,18,R,0.0,50,,1:15.855,204.5,0,,6
25824,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,825,210,8,1,,19,R,0.0,0,,,,0,,4
25825,1095,2022_R21,2022,21,São Paulo Grand Prix,2022-11-13,18,817,1,11,14,,20,R,0.0,0,,,,0,,4
25826,1096,2022_R22,2022,22,Abu Dhabi Grand Prix,2022-11-20,24,830,9,1,1,1.0,1,1,25.0,58,5265914.0,1:29.392,212.676,1,0.0,1
25827,1096,2022_R22,2022,22,Abu Dhabi Grand Prix,2022-11-20,24,844,6,3,3,2.0,2,2,18.0,58,5274685.0,1:29.719,211.901,1,1.0,1
25828,1096,2022_R22,2022,22,Abu Dhabi Grand Prix,2022-11-20,24,815,9,2,2,3.0,3,3,15.0,58,5276007.0,1:28.972,213.68,1,-1.0,1
25829,1096,2022_R22,2022,22,Abu Dhabi Grand Prix,2022-11-20,24,832,6,4,4,4.0,4,4,12.0,58,5290806.0,1:28.879,213.904,1,0.0,1
25830,1096,2022_R22,2022,22,Abu Dhabi Grand Prix,2022-11-20,24,847,131,6,6,5.0,5,5,10.0,58,5301802.0,1:28.836,214.007,1,1.0,1
25831,1096,2022_R22,2022,22,Abu Dhabi Grand Prix,2022-11-20,24,846,1,7,7,6.0,6,6,9.0,58,5322148.0,1:28.391,215.085,1,1.0,1
25832,1096,2022_R22,2022,22,Abu Dhabi Grand Prix,2022-11-20,24,839,214,8,8,7.0,7,7,6.0,58,5323154.0,1:29.333,212.817,1,1.0,1
